series,symbol,parameter,condition,min,typ,max,unit,#,confidence,basis,datasheet
CH32X033;CH32X035,ACC_HSI,Accuracy of HSI oscillator (after calibration),TA = 0℃~70℃,-1.7,±0.8,1.6,%,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.28),CH32X035DS0.PDF
CH32X033;CH32X035,C_ADC,Internal sample and hold capacitor,,,21,,pF,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,C_IO,Single I/O pin capacitor (without double I/O co-seal),,,5,,pF,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,DuCy_HSI,Duty cycle,,45,50,55,%,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.28),CH32X035DS0.PDF
CH32X033;CH32X035,ED,Differential nonlinearity error,,,±1,±10,LSB,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,EL,Integral nonlinearity error,,,±4,±20,LSB,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,EO,Dysregulation error,"f_DD = 3MHz, ADC R < 10kΩ, AIN V = 5V",,±4,,LSB,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,F_HCLK,Internal system bus frequency or microprocessor main frequency,,,,48,MHz,#,confirmed,CH32X035DS0.PDF:zh(p.23)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,F_HSI,Frequency (after calibration),,,48,,MHz,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.28),CH32X035DS0.PDF
CH32X033;CH32X035,F_USBCLK,USB module clock frequency,USB in use,48,48,48,MHz,#,confirmed,CH32X035DS0.PDF:zh(p.9)+CH32X035DS0.PDF:en(p.10),CH32X035DS0.PDF
CH32X033;CH32X035,I_DD,Supply current,,,290,480,uA,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,I_DD(HSI),HSI oscillator power consumption,,,312,,uA,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.28),CH32X035DS0.PDF
CH32X033;CH32X035,I_PD,PA0-PA15 pins weak pull-down current,V_DD = 3.3V,30,75,180,uA,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,I_PD,PA0-PA15 pins weak pull-down current,V_DD = 5V,60,150,350,uA,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,I_PU,Standard I/O pin weak pull-up current,V_DD = 3.3V,12,30,65,uA,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,I_PU,Standard I/O pin weak pull-up current,V_DD = 5V,25,60,140,uA,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,I_lkg,Input leakage current,,-2,,2,uA,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,N_END,Number of erasures,T_A = 25℃,300K,,,Times,#,reference,CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,N_END,Number of erasures,T_A = 70℃,100K,,,Times,#,reference,CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,R_ADC,Sampling switch resistance,,0.5,0.6,1.5,kΩ,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,T_S_vrefint,ADC sampling time when reading the internal reference voltage,Slow sampling recommended,,,11,1/fADC,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.27),CH32X035DS0.PDF
CH32X033;CH32X035,V_AIN,Conversion voltage range,,0,,VDD,V,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,V_CM,Common mode input voltage,,0,,VDD,V,#,reference,CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Operating supply voltage (nominal 5V),Disable ADC function,2.0,,5.5,V,#,confirmed,CH32X035DS0.PDF:zh(p.23)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Operating supply voltage (nominal 5V),Disable USB or PD function,2.0,,5.5,V,#,confirmed,CH32X035DS0.PDF:zh(p.23)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Operating supply voltage (nominal 5V),Enable ADC function,2.5,,5.5,V,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Operating supply voltage (nominal 5V),Enable USB or PD function,3.0,,5.3,V,#,confirmed,CH32X035DS0.PDF:zh(p.23)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Supply voltage,Performance may be reduced,2.5,,5.5,V,#,conflict,"CH32X035DS0.PDF:en(p.36)+!CH32X035DS0.PDF:zh(min=3.0,typ=5,max=5.3)",CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Supply voltage,Rated performance,3.0,5,5.3,V,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,V_DD,Supply voltage,Recommended not less than 2.5V,2,5,5.5,V,#,reference,CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,V_IH,"Standard I/O pin, input high-level voltage",,(VDD-2)*0.36+1.3,,VDD,V,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_IH,"Standard I/O pin, input high-level voltage",V_DD = 3.3V,1.8,,VDD,V,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_IH,"Standard I/O pin, input high-level voltage",V_DD = 5V,2.4,,VDD,V,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_IL,"Standard I/O pin, input low-level voltage",,0,,(VDD-2)*0.24+0.4,V,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_IL,"Standard I/O pin, input low-level voltage",V_DD = 3.3V,0,,0.7,V,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_IL,"Standard I/O pin, input low-level voltage",V_DD = 5V,0,,1.1,V,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_IOFFSET,Input offset voltage,Common mode input V = 0.5V CM,,±5,±13,mV,#,reference,CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,V_IOFFSET,Input offset voltage,Common mode input V = CM,,±3,±10,mV,#,reference,CH32X035DS0.PDF:en(p.37),CH32X035DS0.PDF
CH32X033;CH32X035,V_OH,"Standard I/O pin, output high-level voltage",I_IO = 12mA V_DD = 5V,VDD-0.5,,,V,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_OH,"Standard I/O pin, output high-level voltage",I_IO = 6mA V_DD = 3.3V,VDD-0.4,,,V,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_OL,"Standard I/O pin, output low-level voltage",I_IO = 16mA V_DD = 5V,,,0.5,V,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_OL,"Standard I/O pin, output low-level voltage",I_IO = 8mA V_DD = 3.3V,,,0.4,V,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,V_PDRhyst,PDR hysteresis,,,20,,mV,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_POR/PDR,Power-on/power-down reset threshold,Falling edge,,1.78,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_POR/PDR,Power-on/power-down reset threshold,Rising edge,,1.8,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 00 (falling edge),,2.1,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 00 (rising edge),,2.12,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 01 (falling edge),,2.3,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 01 (rising edge),,2.32,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 10 (falling edge),,3,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 10 (rising edge),,3.02,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 11 (falling edge),,4,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVD,Level selection of programmable voltage detector,PLS[1:0] = 11 (rising edge),,4.02,,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_PVDhyst,PVD hysteresis,,,20,,mV,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,V_REFINT,Internal reference voltage,T_A = -40℃~85℃,1.16,1.2,1.24,V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.27),CH32X035DS0.PDF
CH32X033;CH32X035,V_hys,Standard I/O pin Schmitt trigger voltage hysteresis,V_DD = 5V,180,350,,mV,#,confirmed,CH32X035DS0.PDF:zh(p.27)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,f_ADC,ADC clock frequency,V_DD < 3.2V,3,,6,MHz,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,f_ADC,ADC clock frequency,V_DD ≥ 3.2V,3,,8,MHz,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,f_S,Sampling rate,V_DD < 3.2V,125,,353,KHz,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,f_S,Sampling rate,V_DD ≥ 3.2V,125,,470,KHz,#,confirmed,CH32X035DS0.PDF:zh(p.32)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,t_CONV,Total conversion time (including sampling time),,17,,24,1/fADC,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,t_Iat,Injected trigger conversion latency,,,1,,1/fADC,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,t_Iatr,Regular trigger conversion latency,,,1,,1/fADC,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X033;CH32X035,t_RET,Data retention period,T_A = 25℃,20,,,Years,#,reference,CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,t_RET,Data retention period,T_A = 70℃,10,,,Years,#,reference,CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,t_RSTTEMPO,Power on reset,,4,17,24,ms,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,t_RSTTEMPO,Other resets,,6,9,20,us,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,t_SU(HSI),HSI oscillator startup stabilization time,,1.5,,3.5,us,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.28),CH32X035DS0.PDF
CH32X033;CH32X035,t_VDD,V rise time rate DD,,0.1,,∞,us/V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,t_VDD,V fall time rate DD,,10,,∞,us/V,#,confirmed,CH32X035DS0.PDF:zh(p.24)+CH32X035DS0.PDF:en(p.26),CH32X035DS0.PDF
CH32X033;CH32X035,t_erase_page,Page (256 bytes) erase time,,,2.5,3.0,ms,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,t_erase_sec,Sector (1K bytes) erase time,,,2.7,3.3,ms,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,t_prog_page,Page (256 bytes) programming time,,,1.5,2.0,ms,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.29),CH32X035DS0.PDF
CH32X033;CH32X035,t_s,Sampling time,,,3.5,,1/fADC,#,confirmed,CH32X035DS0.PDF:zh(p.33)+CH32X035DS0.PDF:en(p.36),CH32X035DS0.PDF
CH32X305;CH32X315,ACC_HSI,Accuracy of HSI oscillator (after calibration),T_A = -40℃~85℃,-2.2,,2.2,%,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,ACC_HSI,Accuracy of HSI oscillator (after calibration),T_A = 0℃~70℃,-1.5,,1.8,%,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,C,Recommended load capacitance and corresponding crystal series impedance R S,R =60Ω(1) S,,20,,pF,#,reference,CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,C_ADC,Internal sample and hold capacitor,,,4.5,,pF,#,confirmed,CH32X315DS0.PDF:zh(p.42)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,C_IO,I/O pin capacitance,,,5,,pF,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,C_in(HSE),OSC_IN input capacitance,,,5,,pF,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,DuCy_(HSE),Duty cycle,,,50,,%,#,reference,CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,DuCy_HSI,Duty cycle,,45,50,55,%,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,DuCy_LSI,Duty cycle,,45,50,55,%,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,ED,Differential nonlinearity error,,,±3,,LSB,#,reference,CH32X315DS0.PDF:en(p.48),CH32X315DS0.PDF
CH32X305;CH32X315,EL,Integral nonlinearity error,,,±4,,LSB,#,reference,CH32X315DS0.PDF:en(p.48),CH32X315DS0.PDF
CH32X305;CH32X315,ET,Overall error,"R < 1kΩ, AIN V_DDA = 3.3V",,±3.5,,LSB,#,reference,CH32X315DS0.PDF:en(p.48),CH32X315DS0.PDF
CH32X305;CH32X315,F_CORE,Core RISC-V3F frequency,LDO_VDDK = 101 (default),,,480,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,F_CORE,Core RISC-V3F frequency,LDO_VDDK = 111 (Performance mode),,,625,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,F_HCLK,System HB clock frequency,LDO_VDDK = 101 (default),,,312.5,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,F_HCLK,System HB clock frequency,LDO_VDDK = 111 (Performance mode),,,400,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,F_HSE_ext,External clock frequency,,5,20,32,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,F_HSI,Frequency (after calibration),,,20,,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,F_LSI,Frequency,,25,40,60,kHz,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,F_MAIN,System main frequency,,,,480,MHz,#,confirmed,CH32X315DS0.PDF:zh(p.2)+CH32X315DS0.PDF:en(p.3),CH32X315DS0.PDF
CH32X305;CH32X315,F_OSC_IN,Resonator frequency,,5,20,32,MHz,#,reference,CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,I_2,HSE drive current,,,0.53,,mA,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,I_BUF,ADC buffer self current,,,0.76,,mA,#,confirmed,CH32X315DS0.PDF:zh(p.42)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,I_DD(HSI),HSI oscillator power consumption,,180,230,280,uA,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,I_DD(LSI),LSI oscillator power consumption,,,1,,uA,#,confirmed,CH32X315DS0.PDF:zh(p.34)+CH32X315DS0.PDF:en(p.39),CH32X315DS0.PDF
CH32X305;CH32X315,I_DDA,ADC supply current (excluding buffer),,,1.42,,mA,#,confirmed,CH32X315DS0.PDF:zh(p.42)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,I_L,OSC_IN input leakage current,,,,±1,uA,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,I_lkg,Input leakage current,FT I/O port,,,3,uA,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,I_lkg,Input leakage current,Standard I/O port,,,1,uA,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,N_END,Erase times,T_A = 25℃,50K,,,Times,#,reference,CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,R_ADC,Sampling switch resistance,,,0.6,1.5,kΩ,#,confirmed,CH32X315DS0.PDF:zh(p.42)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,R_AIN,External input impedance,,,,50,kΩ,#,confirmed,CH32X315DS0.PDF:zh(p.42)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,R_F,Feedback resistance,,,250,,kΩ,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,R_PD,Pull-down equivalent resistance,,30,40,55,kΩ,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,R_PU,Pull-up equivalent resistance,,30,40,55,kΩ,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,T_A,Ambient temperature during operation,,-40,,85,℃,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,T_J,Junction temperature,,-40,,105,℃,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,T_S_vrefint,ADC sampling time when reading the internal reference voltage,,3.6,,,us,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_AIN,Conversion voltage range,,VREF-,,VREF+,V,#,confirmed,CH32X315DS0.PDF:zh(p.42)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,V_DD,Standard working voltage,Not used USB 2.0,2.8,3.3,3.6,V,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,V_DD,Standard working voltage,Use USB 2.0,3.15,3.3,3.45,V,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,V_DDA,Supply voltage,,2.8,,3.6,V,#,confirmed,CH32X315DS0.PDF:zh(p.41)+CH32X315DS0.PDF:en(p.47),CH32X315DS0.PDF
CH32X305;CH32X315,V_DDA,Analog part working voltage,"V should be the same as V , DDA DD V cannot be higher than V , REF+ DDA V is recommended to be equal REF- to V SS",2.8,3.3,3.6,V,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,V_DDK,"Core operating voltage, USB3.0 module operating voltage",,1.17,1.2,1.27,V,#,confirmed,CH32X315DS0.PDF:zh(p.30)+CH32X315DS0.PDF:en(p.34),CH32X315DS0.PDF
CH32X305;CH32X315,V_HSEH,OSC_IN input pin high level voltage,,0.8*VDD,,VDD,V,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,V_HSEL,OSC_IN input pin low-level voltage,,0,,0.2*VDD,V,#,confirmed,CH32X315DS0.PDF:zh(p.33)+CH32X315DS0.PDF:en(p.38),CH32X315DS0.PDF
CH32X305;CH32X315,V_IH,"Standard I/O pin, input high level voltage",,0.45*VDD+0.41,,VDD,V,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,V_IH,"Standard I/O pin, input high level voltage",,0.45*VDD+0.41,,5.0,V,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,V_IH,"Standard I/O pin, input high level voltage",V_DD = 3.3V,1.9,,3.3,V,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,V_IH,"Standard I/O pin, input high level voltage",V_DD = 3.3V,1.9,,5.0,V,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,V_IL,"Standard I/O pin, input low level voltage",,0,,0.29*VDD-0.07,V,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,V_IL,"Standard I/O pin, input low level voltage",V_DD = 3.3V,0,,0.9,V,#,confirmed,CH32X315DS0.PDF:zh(p.35)+CH32X315DS0.PDF:en(p.40),CH32X315DS0.PDF
CH32X305;CH32X315,V_PDRhyst,PDR hysteresis,,,10,,mV,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_POR/PDR,Power-on/power-down reset threshold,Falling edge,,2.64,,V,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_POR/PDR,Power-on/power-down reset threshold,Rising edge,,2.65,,V,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 00 (falling edge),,2.77,,V,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 00 (rising edge),,2.79,,V,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 01 (falling edge),,2.88,,V,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
CH32X305;CH32X315,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 01 (rising edge),,2.91,,V,#,confirmed,CH32X315DS0.PDF:zh(p.31)+CH32X315DS0.PDF:en(p.35),CH32X315DS0.PDF
